SaleID,CustomerID,StoreID,ProductID,Date,Quantity,UnitPrice,TotalSale,PaymentMethod,DiscountPercent,ReturnFlag,FiscalYear,Channel
16421,2136,1436,669,2024-04-18,4,179.27,12478599.999999998,Cash,7.72,N,2024,Online
79,1624,55,2,2019-09-22,3,90.12,4380200.0,Gift Card,14.09,N,2019,Online
14128,1048,977,724,2020-01-21,3,67.87,3354200.0,Mobile Pay,12.64,N,2020,In-store
11979,1125,548,656,2023-06-08,2,11.04,367200.0,Credit Card,11.81,N,2023,Online
15700,507,1292,708,2020-04-29,1,496.76,8640000.0,Gift Card,7.77,N,2020,In-store
12849,1257,722,720,2020-07-06,2,702.91,22963600.0,Gift Card,13.38,N,2020,In-store
14621,611,1076,676,2019-04-18,1,0.99,15800.0,Gift Card,14.99,N,2019,Online
8656,2492,3,124,2020-09-25,3,72.78,3381600.0000000005,Credit Card,17.87,N,2020,In-store
11888,1096,529,719,2019-07-18,2,10.41,342000.0,Credit Card,12.86,N,2019,In-store
13555,1605,863,5,2018-09-24,1,2.97,51200.0,Cash,8.91,N,2018,In-store
874,1996,47,179,2019-04-09,2,87.36,2929800.0,Mobile Pay,11.08,N,2019,Online
13353,1884,822,641,2022-05-16,4,263.86,16042000.0,Credit Card,19.4,N,2022,Online
13753,1971,902,725,2023-02-10,4,16.47,945400.0,Mobile Pay,23.91,N,2023,Online
10735,839,299,686,2022-12-15,2,46.21,1742800.0,Mobile Pay,0.0,N,2022,In-store
11630,821,478,700,2024-02-14,2,0.99,36000.0,Gift Card,3.65,N,2024,Online
2214,2249,106,125,2018-08-18,2,49.67,1828400.0,Cash,2.4,N,2018,In-store
4493,1799,113,2,2022-02-25,2,135.53,4271400.0,Cash,16.44,N,2022,In-store
10964,1197,345,680,2020-10-23,1,212.08,3553399.9999999995,Cash,11.15,N,2020,In-store
9501,37,2,125,2024-11-14,2,110.05,3725200.0,Gift Card,10.25,N,2024,In-store
16221,677,1396,3,2021-10-07,1,2.0,36000.0,Credit Card,4.33,N,2021,In-store
10637,614,279,672,2019-06-10,1,78.77,1432600.0,Mobile Pay,3.56,N,2019,In-store
13772,1031,906,10,2025-04-15,2,2.96,100600.0,Credit Card,9.92,N,2025,In-store
11629,2421,478,683,2023-06-25,1,76.54,1267800.0,Gift Card,12.17,Y,2023,In-store
11808,1772,513,724,2023-02-18,2,67.87,2395600.0,Cash,6.42,N,2023,Online
13489,1437,850,632,2025-04-16,3,0.99,55800.0,Cash,0.25,N,2025,Online
3098,276,18,7,2021-03-01,4,138.18,10170800.0,Credit Card,2.42,N,2021,Online
11145,2315,381,655,2019-05-03,2,8.93,290800.0,Gift Card,13.68,N,2019,Online
2093,89,86,135,2018-01-31,4,132.47,9084000.0,Mobile Pay,9.09,N,2018,In-store
6550,2029,95,6,2023-11-22,5,112.47,8670400.0,Gift Card,18.24,N,2023,Online
2214,2249,106,125,2018-08-18,2,49.67,1828400.0,Cash,2.4,N,2018,In-store
11227,1774,397,655,2025-03-01,2,8.93,336800.0,Credit Card,0.0,N,2025,Online
7275,609,62,125,2024-09-19,1,12.63,217000.0,Cash,8.84,N,2024,Online
12895,2431,731,183,2019-06-21,2,13.78,439400.0,Mobile Pay,15.46,N,2019,In-store
4539,1603,16,9,2021-08-19,3,48.72,2720200.0,Mobile Pay,1.31,N,2021,Online
436,2460,48,4,2020-12-14,3,149.4,8151200.0,Mobile Pay,3.56,N,2020,In-store
11808,1772,513,724,2023-02-18,2,67.87,2395600.0,Cash,6.42,N,2023,Online
3300,111,84,125,2017-10-19,4,125.14,7741400.0,Cash,17.99,N,2017,Online
12148,1283,581,646,2019-03-01,4,8.22,534000.0,Mobile Pay,13.87,N,2019,Online
15733,564,1298,699,2017-11-02,1,72.57,1227000.0,Cash,10.34,N,2017,In-store
2566,131,23,183,2018-09-27,2,134.29,4055000.0,Mobile Pay,19.94,N,2018,In-store
16099,68,1372,643,2018-05-22,1,11.46,203600.0,Gift Card,5.72,N,2018,In-store
3641,1736,51,7,2022-05-11,5,46.8,3963600.0,Mobile Pay,10.18,N,2022,In-store
737,1604,55,125,2024-10-20,1,118.24,2155000.0,Credit Card,3.35,N,2024,In-store
14673,1074,1086,679,2019-05-22,1,140.57,2133400.0,Mobile Pay,19.52,N,2019,Online
7039,85,80,178,2018-03-15,5,54.71,5125599.999999999,Mobile Pay,0.64,N,2018,Online
14895,1675,1131,705,2020-03-15,1,424.45,6990800.0,Gift Card,12.66,N,2020,In-store
6586,1894,5,5,2020-10-20,5,49.95,4176600.000000001,Cash,11.32,N,2020,In-store
13811,204,914,689,2023-04-15,2,78.17,2519800.0,Gift Card,14.53,N,2023,Online
16545,2333,1461,628,2018-01-18,1,0.99,18000.0,Mobile Pay,3.64,N,2018,In-store
14387,1810,1029,8,2021-10-20,3,4.48,225000.0,Credit Card,11.2,N,2021,In-store
10928,312,337,702,2019-05-09,2,67.28,2312400.0,Credit Card,8.87,N,2019,Online
10763,421,304,673,2018-05-10,4,23.24,1753000.0,Credit Card,0.0,N,2018,Online
14469,423,1046,683,2021-10-21,3,76.54,4054800.0,Mobile Pay,6.36,N,2021,In-store
12973,2479,746,705,2019-10-27,1,424.45,7414400.000000001,Mobile Pay,7.37,N,2019,Online
15985,89,1349,705,2023-02-21,1,424.45,7660000.0,Credit Card,4.3,N,2023,Online
13969,1354,946,4,2024-04-03,2,2.44,88600.0,Gift Card,3.74,N,2024,In-store
12510,103,654,663,2018-08-30,3,258.99,14272600.0,Mobile Pay,2.59,N,2018,Online
6550,2029,95,6,2023-11-22,5,112.47,8670400.0,Gift Card,18.24,N,2023,Online
15842,1786,1320,719,2022-10-26,3,10.41,574400.0,Mobile Pay,2.47,N,2022,Online
10437,1229,239,713,2018-02-18,1,124.26,2227600.0,Credit Card,4.93,N,2018,In-store
15884,1645,1329,643,2019-09-04,1,11.46,206800.0,Mobile Pay,4.31,N,2019,Online
6232,309,48,125,2023-05-18,3,20.33,1086400.0,Mobile Pay,5.55,N,2023,In-store
1640,1687,115,1,2019-12-25,3,56.57,3099200.0,Gift Card,3.16,N,2019,Online
3898,818,35,135,2019-08-06,1,115.11,1757200.0,Mobile Pay,19.05,N,2019,In-store
10478,1590,247,631,2023-07-27,2,271.81,9470400.0,Credit Card,7.62,N,2023,Online
4982,898,96,2,2020-11-10,1,46.05,825600.0,Mobile Pay,4.94,N,2020,Online
10722,2113,296,1,2020-09-02,3,10.47,518400.00000000006,Cash,12.47,N,2020,Online
14749,223,1102,4,2020-09-19,1,2.44,42200.0,Gift Card,8.33,N,2020,Online
3192,1687,32,5,2020-02-13,2,40.16,1381000.0,Mobile Pay,8.83,N,2020,Online
12681,1464,688,672,2024-07-21,4,78.77,5024400.0,Credit Card,15.44,N,2024,In-store
3641,1736,51,7,2022-05-11,5,46.8,3963600.0,Mobile Pay,10.18,N,2022,In-store
9084,932,12,179,2020-06-19,3,142.76,6760800.0,Cash,16.29,N,2020,Online
7880,2404,88,8,2024-03-13,5,18.78,1419800.0,Mobile Pay,19.82,N,2024,In-store
12251,433,602,642,2019-06-20,4,254.77,17759000.0,Mobile Pay,7.59,Y,2019,Online
15132,1422,1178,639,2022-08-01,1,383.13,6019200.0,Gift Card,16.69,N,2022,Online
15206,525,1193,648,2021-07-01,1,4.18,59400.00000000001,Cash,24.56,N,2021,In-store
16221,677,1396,3,2021-10-07,1,2.0,36000.0,Credit Card,4.33,N,2021,In-store
11146,297,381,666,2021-09-07,3,0.99,53000.0,Mobile Pay,5.55,N,2021,In-store
8236,1916,36,5,2021-05-13,5,119.5,9209000.0,Mobile Pay,18.27,N,2021,Online
7175,2337,3,10,2022-01-01,5,74.51,5826400.0,Gift Card,17.07,N,2022,In-store
13608,613,873,1,2020-08-03,1,10.47,185600.0,Mobile Pay,6.03,N,2020,In-store
16556,812,1463,3,2017-08-30,3,2.0,93400.0,Credit Card,17.48,N,2017,In-store
14616,1658,1075,698,2024-11-20,1,51.44,848600.0,Mobile Pay,12.51,N,2024,In-store
2406,457,57,10,2022-07-20,2,98.46,3253399.9999999995,Mobile Pay,12.39,N,2022,In-store
10447,1405,241,7,2021-02-06,1,8.44,155200.0,Credit Card,2.49,N,2021,Online
12402,614,632,646,2020-12-26,2,8.22,289000.0,Gift Card,6.81,N,2020,Online
15046,1566,1161,646,2018-12-30,1,8.22,140200.0,Cash,9.56,N,2018,Online
8370,336,18,183,2021-07-17,4,121.9,8648000.0,Cash,5.95,N,2021,In-store
6154,1006,90,7,2022-01-29,2,139.83,4510600.0,Cash,14.47,N,2022,Online
4400,1296,25,4,2019-12-02,1,111.69,1820200.0,Cash,13.58,N,2019,In-store
14895,1675,1131,705,2020-03-15,1,424.45,6990800.0,Gift Card,12.66,N,2020,In-store
3419,362,89,8,2025-02-19,3,109.48,5402800.0,Cash,12.77,N,2025,Online
12590,1576,670,707,2022-11-29,4,460.85,31262000.0,Mobile Pay,10.07,N,2022,Online
874,1996,47,179,2019-04-09,2,87.36,2929800.0,Mobile Pay,11.08,N,2019,Online
2330,882,90,4,2022-08-31,3,116.82,5652000.0,Gift Card,14.48,N,2022,In-store
16618,1880,1475,634,2025-04-01,3,0.99,51600.0,Gift Card,7.84,N,2025,Online
9972,291,99,6,2023-03-19,4,62.84,4070000.0,Cash,14.14,N,2023,In-store
8782,718,48,5,2019-12-29,1,145.13,2681600.0000000005,Cash,2.02,N,2019,Online
6842,423,10,10,2019-05-08,1,132.22,2279200.0,Mobile Pay,8.59,N,2019,Online
12099,519,572,721,2023-05-15,4,264.04,19126200.0,Mobile Pay,3.97,N,2023,In-store
486,1074,78,135,2017-09-21,5,102.55,8795400.0,Mobile Pay,9.04,N,2017,Online
15424,2290,1237,693,2023-01-01,1,209.67,3918000.0,Gift Card,0.91,N,2023,Online
6392,603,68,179,2020-06-22,4,66.94,4930200.0,Cash,2.36,N,2020,In-store
4719,2037,14,7,2021-08-14,2,18.34,559000.0,Gift Card,19.18,N,2021,In-store
2088,1043,94,5,2025-04-02,5,93.24,8035599.999999999,Cash,8.6,N,2025,In-store
12535,2258,659,704,2018-10-20,1,227.45,3891800.0,Gift Card,9.27,N,2018,Online
4813,2054,74,8,2018-07-09,4,4.41,325200.00000000006,Gift Card,2.22,N,2018,In-store
3127,2152,61,124,2020-03-12,4,60.6,4103200.0,Credit Card,10.24,N,2020,Online
2451,1810,109,8,2022-12-23,4,147.49,10670400.0,Gift Card,4.09,N,2022,In-store
13676,2372,887,178,2024-12-31,1,9.78,163800.0,Gift Card,11.18,N,2024,In-store
8869,696,79,179,2018-11-09,1,2.99,53400.0,Credit Card,5.26,N,2018,In-store
79,1624,55,2,2019-09-22,3,90.12,4380200.0,Gift Card,14.09,N,2019,Online
16545,2333,1461,628,2018-01-18,1,0.99,18000.0,Mobile Pay,3.64,N,2018,In-store
9891,294,11,7,2022-03-04,4,93.32,6436799.999999999,Gift Card,8.56,N,2022,Online
11891,1283,530,8,2022-06-05,1,4.48,67600.0,Mobile Pay,19.8,N,2022,Online
8236,1916,36,5,2021-05-13,5,119.5,9209000.0,Mobile Pay,18.27,N,2021,Online
13458,1961,843,675,2017-11-30,2,159.27,5582800.0,Mobile Pay,7.06,N,2017,Online
12887,2136,729,721,2019-11-21,2,264.04,9057200.0,Mobile Pay,9.05,N,2019,Online
79,1624,55,2,2019-09-22,3,90.12,4380200.0,Gift Card,14.09,N,2019,Online
15616,1229,1275,639,2022-06-30,2,383.13,12528200.0,Gift Card,13.3,N,2022,In-store
16389,2131,1430,647,2022-11-26,2,1.24,42800.0,Credit Card,8.46,N,2022,In-store
4134,83,46,3,2024-09-02,2,148.95,4625000.0,Mobile Pay,17.67,Y,2024,Online
5896,1831,92,183,2024-11-03,3,61.5,2861600.0000000005,Credit Card,17.75,N,2024,Online
10823,1247,316,647,2023-11-12,1,1.24,20400.0,Credit Card,12.63,N,2023,Online
13782,1665,908,630,2021-03-18,1,198.97,3346600.0000000005,Mobile Pay,10.81,N,2021,Online
12959,445,744,684,2019-12-18,2,13.14,389800.0,Mobile Pay,21.35,N,2019,In-store
11679,1841,488,642,2025-04-05,1,254.77,4536200.0,Gift Card,5.58,N,2025,In-store
10964,1197,345,680,2020-10-23,1,212.08,3553399.9999999995,Cash,11.15,N,2020,In-store
9073,197,120,179,2020-02-09,5,71.93,6504000.0,Gift Card,4.1,N,2020,In-store
10478,1590,247,631,2023-07-27,2,271.81,9470400.0,Credit Card,7.62,N,2023,Online
10763,421,304,673,2018-05-10,4,23.24,1753000.0,Credit Card,0.0,N,2018,Online
15045,2420,1161,654,2022-02-22,3,5.81,254800.0,Mobile Pay,22.51,N,2022,Online
11570,1675,466,699,2023-10-29,4,72.57,4805800.0,Credit Card,12.21,N,2023,In-store
6154,1006,90,7,2022-01-29,2,139.83,4510600.0,Cash,14.47,N,2022,Online
1790,818,87,178,2017-11-03,3,109.28,5681600.0,Cash,8.1,N,2017,Online
10447,1405,241,7,2021-02-06,1,8.44,155200.0,Credit Card,2.49,N,2021,Online
12087,1282,569,647,2020-06-24,1,1.24,23000.0,Gift Card,1.29,N,2020,In-store
3389,2378,60,4,2018-09-19,5,109.81,9349600.0,Gift Card,9.7,N,2018,In-store
13860,176,924,725,2018-07-14,2,16.47,561400.0,Credit Card,9.62,N,2018,In-store
16432,1367,1438,710,2021-07-09,2,772.69,27364800.0,Mobile Pay,6.1,N,2021,In-store
16187,1934,1389,637,2020-11-20,4,66.08,4974600.0,Mobile Pay,0.2,N,2020,In-store
15479,1911,1248,687,2025-01-09,3,308.79,15408000.0,Cash,11.8,N,2025,Online
16377,1257,1427,647,2023-12-29,1,1.24,20600.0,Cash,11.73,N,2023,In-store
13574,820,867,684,2024-08-20,4,13.14,991200.0,Cash,0.0,N,2024,Online
10637,614,279,672,2019-06-10,1,78.77,1432600.0,Mobile Pay,3.56,N,2019,In-store
3699,1793,77,179,2022-08-06,5,68.76,6305200.0,Mobile Pay,2.75,N,2022,In-store
10463,552,244,675,2025-05-19,2,159.27,5767800.0,Credit Card,3.98,N,2025,In-store
12875,1096,727,670,2025-01-25,3,277.19,14110400.0,Cash,10.02,N,2025,Online
15875,1545,1327,662,2018-06-18,2,12.66,450600.0,Cash,5.64,N,2018,Online
10637,614,279,672,2019-06-10,1,78.77,1432600.0,Mobile Pay,3.56,N,2019,In-store
11537,1665,459,721,2017-09-10,4,264.04,18126400.0,Credit Card,8.99,N,2017,In-store
13477,1955,847,691,2019-01-12,4,178.66,13476600.0,Cash,0.0,N,2019,Online
15751,1623,1302,659,2017-08-13,1,9.45,169800.0,Mobile Pay,4.78,N,2017,In-store
12960,12,744,628,2023-01-29,3,0.99,52200.0,Credit Card,6.89,N,2023,Online
2924,2267,100,178,2019-03-12,3,136.72,6318600.0,Mobile Pay,18.31,N,2019,Online
2924,2267,100,178,2019-03-12,3,136.72,6318600.0,Mobile Pay,18.31,N,2019,Online
16211,1684,1394,630,2021-03-06,1,198.97,3601200.0,Gift Card,4.02,N,2021,In-store
15169,1996,1186,178,2019-04-18,1,9.78,160799.99999999997,Gift Card,12.77,N,2019,Online
15169,1996,1186,178,2019-04-18,1,9.78,160799.99999999997,Gift Card,12.77,N,2019,Online
12311,378,614,642,2023-02-10,1,254.77,3880000.0,Cash,19.24,N,2023,Online
11888,1096,529,719,2019-07-18,2,10.41,342000.0,Credit Card,12.86,N,2019,In-store
12676,696,687,661,2023-10-13,4,4.96,320800.0,Gift Card,14.27,N,2023,In-store
16090,1085,1370,125,2020-10-11,1,214.0,3887000.0,Credit Card,3.68,N,2020,In-store
436,2460,48,4,2020-12-14,3,149.4,8151200.0,Mobile Pay,3.56,N,2020,In-store
1413,825,29,125,2021-05-27,3,92.98,4208800.0,Mobile Pay,19.99,N,2021,Online
643,68,9,3,2019-05-15,3,66.02,3315200.0,Credit Card,11.24,N,2019,In-store
7456,1168,84,183,2023-02-06,5,14.28,1243400.0,Mobile Pay,7.65,N,2023,In-store
4134,83,46,3,2024-09-02,2,148.95,4625000.0,Mobile Pay,17.67,N,2024,Online
13676,2372,887,178,2024-12-31,1,9.78,163800.0,Gift Card,11.18,N,2024,In-store
8912,1302,68,178,2020-08-25,1,67.67,1116800.0,Mobile Pay,12.48,N,2020,Online
11679,1841,488,642,2025-04-05,1,254.77,4536200.0,Gift Card,5.58,N,2025,In-store
9910,1067,75,4,2020-12-11,4,88.72,5436200.0,Mobile Pay,18.77,N,2020,In-store
15616,1229,1275,639,2022-06-30,2,383.13,12528200.0,Gift Card,13.3,N,2022,In-store
12829,89,718,661,2019-12-18,1,4.96,82800.0,Credit Card,11.52,N,2019,Online
2920,1025,46,4,2021-09-01,5,101.53,8763200.0,Mobile Pay,8.46,N,2021,In-store
725,2408,5,125,2023-11-15,4,104.98,6569600.0,Mobile Pay,17.04,Y,2023,In-store
4008,1125,98,183,2025-01-31,3,96.68,5157200.0,Credit Card,5.71,N,2025,Online
10928,312,337,702,2019-05-09,2,67.28,2312400.0,Credit Card,8.87,N,2019,Online
1747,206,116,4,2018-06-10,1,39.69,739200.0,Cash,1.23,N,2018,In-store
13484,511,849,648,2024-06-04,1,4.18,64000.0,Cash,18.82,N,2024,In-store
16518,828,1455,639,2021-09-15,1,383.13,6265599.999999999,Credit Card,13.28,N,2021,In-store
12681,1464,688,672,2024-07-21,4,78.77,5024400.0,Credit Card,15.44,N,2024,In-store
3779,567,14,183,2021-07-08,2,55.86,1814000.0,Gift Card,13.9,N,2021,In-store
16421,2136,1436,669,2024-04-18,4,179.27,12478599.999999998,Cash,7.72,N,2024,Online
79,1624,55,2,2019-09-22,3,90.12,4380200.0,Gift Card,14.09,N,2019,Online
1985,2479,97,135,2018-03-21,5,11.95,969200.0,Cash,13.99,Y,2018,Online
8236,1916,36,5,2021-05-13,5,119.5,9209000.0,Mobile Pay,18.27,N,2021,Online
7260,2476,109,9,2020-05-11,5,132.56,10558000.0,Credit Card,15.53,N,2020,Online
16165,538,1385,4,2023-09-28,4,2.44,184000.0,Gift Card,0.0,N,2023,Online
12998,1684,751,669,2022-10-28,1,179.27,3380600.0,Gift Card,0.0,N,2022,Online
3959,603,64,183,2022-06-06,4,11.82,717800.0,Cash,19.5,N,2022,Online
12501,1053,652,703,2025-05-02,1,314.24,5436400.0,Credit Card,8.26,N,2025,In-store
14669,392,1086,716,2020-03-15,2,156.22,5188400.0,Cash,11.94,N,2020,In-store
12967,17,745,670,2021-04-27,1,277.19,4746400.0,Cash,9.2,N,2021,Online
16618,1880,1475,634,2025-04-01,3,0.99,51600.0,Gift Card,7.84,N,2025,Online
12535,2258,659,704,2018-10-20,1,227.45,3891800.0,Gift Card,9.27,N,2018,Online
14372,1995,1026,647,2019-06-29,2,1.24,42600.0,Cash,8.72,N,2019,In-store
12959,445,744,684,2019-12-18,2,13.14,389800.0,Mobile Pay,21.35,N,2019,In-store
15507,1893,1253,682,2023-09-10,1,210.33,3751000.0,Gift Card,5.43,N,2023,In-store
4400,1296,25,4,2019-12-02,1,111.69,1820200.0,Cash,13.58,N,2019,In-store
12187,1797,589,656,2023-04-19,4,11.04,735000.0,Gift Card,11.73,N,2023,Online
10403,517,232,698,2024-07-21,2,51.44,1587600.0,Mobile Pay,18.17,N,2024,Online
9898,416,90,135,2018-05-14,1,106.13,1949600.0,Cash,2.59,N,2018,Online
2088,1043,94,5,2025-04-02,5,93.24,8035599.999999999,Cash,8.6,N,2025,In-store
1640,1687,115,1,2019-12-25,3,56.57,3099200.0,Gift Card,3.16,N,2019,Online
12162,2000,584,124,2023-12-03,3,499.0,26121400.0,Gift Card,7.47,N,2023,In-store
12919,566,736,124,2019-02-04,4,499.0,33353200.0,Credit Card,11.39,N,2019,Online
15851,2286,1322,10,2020-09-15,1,2.96,51200.0,Credit Card,8.56,N,2020,In-store
1747,206,116,4,2018-06-10,1,39.69,739200.0,Cash,1.23,N,2018,In-store
11638,734,479,711,2022-12-08,3,0.99,54400.00000000001,Mobile Pay,2.69,N,2022,Online
15566,502,1265,720,2021-10-23,1,702.91,12330200.0,Mobile Pay,6.98,N,2021,Online
15233,393,1198,650,2019-09-18,2,6.83,209800.0,Mobile Pay,18.54,N,2019,In-store
14848,2184,1121,649,2021-10-25,1,6.26,107800.0,Cash,8.63,N,2021,In-store
255,2074,12,5,2024-04-18,1,28.55,453800.0,Mobile Pay,15.71,N,2024,In-store
14313,80,1014,665,2021-06-03,1,89.98,1521800.0,Mobile Pay,10.31,N,2021,Online
16451,1705,1442,692,2020-04-04,1,0.99,16400.0,Cash,12.14,N,2020,Online
13114,894,775,677,2018-09-28,4,70.66,4102000.0,Credit Card,23.04,N,2018,In-store
16556,812,1463,3,2017-08-30,3,2.0,93400.0,Credit Card,17.48,N,2017,In-store
15837,2386,1319,709,2019-07-14,3,0.99,50199.99999999999,Mobile Pay,10.54,N,2019,Online
567,423,57,124,2019-01-05,4,49.5,3260400.0,Credit Card,12.68,N,2019,In-store
12896,2131,731,697,2025-06-26,3,8.29,406800.0,Cash,13.27,N,2025,In-store
