CustomerID,Gender,Age,HouseholdSize,AnnualIncome,EmploymentStatus,OwnsHome,City,State
26340,Female,77,1,200500,Employed,Yes,Winston-Salem,North Carolina
3812,Male,31,4,23200,Unemployed,Yes,Savannah,Georgia
26045,Male,39,1,78600,Employed,No,Mesa,Arizona
11008,Female,70,2,51200,Employed,Yes,Garland,Texas
12766,Male,54,2,54900,Employed,No,Grand Rapids,Michigan
18584,Female,49,1,109100,Employed,No,Fresno,California
12867,Male,27,1,45000,Employed,No,Charlotte,North Carolina
27046,Female,69,1,118500,Employed,Yes,Ann Arbor,Michigan
11729,Male,69,1,67100,Retired,Yes,Toledo,Ohio
5194,Female,51,3,204800,Employed,No,Santa Ana,California
4014,Male,65,2,74400,Retired,Yes,Winston-Salem,North Carolina
8323,Male,79,5,75000,Retired,Yes,Hialeah,Florida
23410,Male,27,5,49600,Employed,No,Hialeah,Florida
14879,Male,75,4,57600,Retired,No,Columbus,Ohio
6922,Male,66,2,71600,Retired,Yes,Arlington,Texas
3313,Male,43,2,74300,Employed,Yes,Tallahassee,Florida
11549,Female,28,1,45000,Employed,Yes,Orlando,Florida
25237,Female,52,4,148400,Employed,Yes,Miami,Florida
12791,Male,79,1,75000,Retired,No,Detroit,Michigan
14433,Male,78,5,52900,Employed,Yes,Savannah,Georgia
13359,Male,44,1,130000,Employed,No,Akron,Ohio
11374,Female,24,4,13500,Student,No,Macon,Georgia
1907,Male,21,2,19100,Student,Yes,Atlanta,Georgia
9187,Male,60,5,55000,Employed,No,Allentown,Pennsylvania
24048,Male,36,3,59400,Employed,No,Tempe,Arizona
17701,Female,76,3,45000,Employed,No,Columbus,Ohio
6541,Female,65,1,50200,Employed,Yes,Glendale,Arizona
25580,Male,40,2,175200,Employed,No,Rockford,Illinois
1374,Female,77,1,75000,Retired,Yes,Phoenix,Arizona
26789,Male,22,4,18100,Student,No,Detroit,Michigan
28326,Female,56,4,48600,Employed,Yes,Tucson,Arizona
23067,Male,43,4,8000,Unemployed,No,Augusta,Georgia
19977,Male,57,2,172600,Employed,No,Lansing,Michigan
19478,Female,60,3,105900,Employed,Yes,Flint,Michigan
26236,Female,39,1,71600,Employed,Yes,Allentown,Pennsylvania
13523,Male,75,4,54600,Retired,Yes,Tucson,Arizona
11931,Male,64,1,54600,Retired,Yes,Chicago,Illinois
5042,Male,69,3,75000,Retired,Yes,Flint,Michigan
21658,Male,50,4,136500,Employed,Yes,Chicago,Illinois
23713,Male,45,5,74500,Employed,No,Macon,Georgia
4500,Male,35,4,95400,Employed,Yes,Phoenix,Arizona
544,Female,45,3,85300,Employed,Yes,Phoenix,Arizona
29391,Male,33,4,65100,Employed,Yes,Garland,Texas
24323,Male,65,4,73600,Employed,No,Columbus,Ohio
7963,Female,77,4,80500,Employed,No,Aurora,Illinois
6526,Female,69,5,75000,Retired,No,Garland,Texas
12631,Female,58,4,71600,Employed,No,Aurora,Illinois
12280,Female,73,4,52500,Retired,No,Joliet,Illinois
22921,Female,59,2,8400,Unemployed,No,Gilbert,Arizona
13983,Male,51,1,45000,Employed,Yes,Dallas,Texas
10031,Male,70,1,60400,Retired,Yes,Winston-Salem,North Carolina
11009,Male,71,3,75000,Retired,Yes,Erie,Pennsylvania
23035,Female,58,3,97500,Employed,Yes,Hialeah,Florida
11577,Female,28,3,45000,Employed,No,Tucson,Arizona
16685,Female,29,1,48100,Employed,No,Toledo,Ohio
10316,Female,67,5,75000,Retired,No,Macon,Georgia
9915,Female,23,1,12300,Student,No,Flint,Michigan
18970,Male,47,1,81900,Employed,Yes,Miami,Florida
26826,Female,77,1,200500,Employed,Yes,Tempe,Arizona
11085,Male,49,5,74600,Employed,No,Mesa,Arizona
3859,Male,68,5,75000,Retired,No,Rockford,Illinois
25937,Female,26,4,130700,Employed,Yes,St. Petersburg,Florida
23656,Male,39,1,93000,Employed,No,Akron,Ohio
15422,Male,22,5,12000,Student,Yes,Savannah,Georgia
6835,Male,63,1,76000,Employed,Yes,Arlington,Texas
27799,Female,36,2,58300,Employed,Yes,Aurora,Illinois
552,Female,19,2,62200,Employed,No,Detroit,Michigan
5523,Male,78,5,62800,Retired,No,Dallas,Texas
9531,Male,51,4,103000,Employed,No,San Jose,California
28507,Male,66,1,75000,Retired,No,Detroit,Michigan
16916,Male,44,4,45000,Employed,No,Detroit,Michigan
16407,Female,47,2,191100,Employed,No,Hialeah,Florida
20573,Male,47,2,74600,Employed,Yes,San Diego,California
16004,Female,64,5,69500,Retired,Yes,Irving,Texas
2698,Female,21,4,86500,Employed,Yes,Flint,Michigan
9301,Female,45,4,135400,Employed,Yes,Winston-Salem,North Carolina
6611,Male,56,4,13100,Unemployed,No,Erie,Pennsylvania
25859,Male,47,5,59000,Employed,Yes,Pittsburgh,Pennsylvania
10835,Female,38,5,15000,Unemployed,Yes,Anaheim,California
26463,Female,46,5,122200,Employed,Yes,San Jose,California
29125,Female,56,3,149200,Employed,Yes,Arlington,Texas
7381,Male,69,1,67100,Retired,Yes,Atlanta,Georgia
9408,Male,27,1,61100,Employed,Yes,Chicago,Illinois
15452,Female,48,5,45000,Employed,No,Aurora,Illinois
5343,Male,53,3,65900,Employed,Yes,Aurora,Illinois
1603,Female,69,2,68400,Retired,Yes,Philadelphia,Pennsylvania
6703,Female,30,4,49200,Employed,No,Houston,Texas
4266,Male,57,2,79200,Employed,Yes,Chicago,Illinois
16337,Male,64,1,75000,Retired,No,Houston,Texas
5232,Female,79,2,75000,Retired,Yes,San Diego,California
13690,Female,53,2,23500,Unemployed,No,Chicago,Illinois
18771,Male,53,1,55000,Employed,Yes,Mesa,Arizona
23229,Male,28,2,77500,Employed,No,Detroit,Michigan
19396,Male,23,4,46100,Employed,Yes,Chicago,Illinois
17120,Male,37,3,113900,Employed,Yes,Reading,Pennsylvania
12619,Female,34,1,175900,Employed,Yes,Plano,Texas
3356,Male,26,5,14200,Student,Yes,Winston-Salem,North Carolina
6296,Male,71,1,70700,Retired,Yes,Rockford,Illinois
28080,Male,37,4,131900,Employed,Yes,St. Petersburg,Florida
2165,Female,54,4,65800,Employed,Yes,Columbus,Ohio
1954,Female,57,4,132800,Employed,Yes,Detroit,Michigan
15518,Female,56,2,60600,Employed,No,Dayton,Ohio
12472,Female,52,2,83500,Employed,Yes,Oakland,California
21877,Female,50,2,89600,Employed,Yes,Pittsburgh,Pennsylvania
5740,Male,62,3,70200,Retired,No,Jacksonville,Florida
26562,Female,36,2,49400,Employed,No,Scottsdale,Arizona
9507,Female,38,4,76900,Employed,Yes,San Antonio,Texas
13375,Male,46,5,24700,Unemployed,No,Joliet,Illinois
26574,Female,30,3,168900,Employed,No,Irving,Texas
17371,Male,75,4,57600,Retired,No,Chicago,Illinois
5761,Female,58,2,58100,Employed,Yes,Tempe,Arizona
22932,Female,73,5,56100,Retired,No,Winston-Salem,North Carolina
16295,Female,39,3,91900,Employed,No,St. Petersburg,Florida
18146,Male,41,3,60000,Employed,No,Irvine,California
12483,Female,44,3,71000,Employed,Yes,Akron,Ohio
23566,Female,18,5,47800,Employed,Yes,Ann Arbor,Michigan
29827,Female,58,4,45000,Employed,Yes,Flint,Michigan
4988,Female,76,1,61400,Retired,Yes,El Paso,Texas
8806,Male,39,3,55000,Employed,Yes,Flint,Michigan
833,Male,33,4,45000,Employed,No,Miami,Florida
15889,Female,56,3,170200,Employed,Yes,Philadelphia,Pennsylvania
22074,Male,75,5,58900,Retired,No,Phoenix,Arizona
23834,Female,75,2,72900,Retired,No,Glendale,Arizona
13607,Male,36,3,55200,Employed,No,Durham,North Carolina
5605,Male,48,1,136800,Employed,Yes,Savannah,Georgia
21507,Female,59,4,12700,Unemployed,No,Warren,Michigan
19501,Female,58,2,61400,Employed,Yes,Ann Arbor,Michigan
8837,Female,31,1,66000,Employed,Yes,Tampa,Florida
16379,Female,55,1,18100,Unemployed,No,Hialeah,Florida
27498,Male,59,3,131700,Employed,Yes,Tampa,Florida
12894,Male,62,3,70200,Retired,No,Toledo,Ohio
17507,Male,22,1,20500,Student,No,Macon,Georgia
22433,Male,33,4,84700,Employed,No,Reading,Pennsylvania
2105,Female,21,3,19600,Student,Yes,Phoenix,Arizona
6879,Female,41,4,130800,Employed,No,Joliet,Illinois
6509,Female,21,5,53000,Employed,Yes,Gilbert,Arizona
10563,Female,67,5,57700,Retired,No,Tucson,Arizona
483,Male,20,3,14700,Student,No,Charlotte,North Carolina
11601,Male,18,3,10800,Student,No,Ann Arbor,Michigan
28250,Male,77,3,78400,Employed,Yes,Atlanta,Georgia
9356,Male,25,3,22900,Student,No,Allentown,Pennsylvania
27233,Male,71,5,67300,Employed,Yes,Tallahassee,Florida
8830,Female,54,4,68600,Employed,Yes,Oakland,California
24940,Female,25,3,167500,Employed,No,Winston-Salem,North Carolina
21976,Male,66,2,71600,Retired,Yes,Irving,Texas
267,Female,53,4,88400,Employed,Yes,Dallas,Texas
15850,Female,46,1,45000,Employed,Yes,Winston-Salem,North Carolina
6532,Male,22,3,15900,Student,Yes,Warren,Michigan
18817,Female,77,1,200500,Employed,Yes,Scottsdale,Arizona
20469,Female,42,1,45000,Employed,No,Grand Rapids,Michigan
12324,Male,34,4,81000,Employed,No,Macon,Georgia
20811,Female,55,2,196200,Employed,Yes,Durham,North Carolina
8973,Female,27,3,61600,Employed,No,Grand Rapids,Michigan
11294,Male,57,3,58200,Employed,No,Columbus,Ohio
12389,Female,61,3,9200,Unemployed,No,San Antonio,Texas
17205,Female,38,4,94000,Employed,Yes,Grand Rapids,Michigan
10960,Female,19,1,15300,Student,Yes,Columbus,Ohio
4838,Male,54,3,71700,Employed,No,Charlotte,North Carolina
20521,Male,37,4,46800,Employed,Yes,Fresno,California
23950,Female,33,4,70300,Employed,No,Flint,Michigan
6958,Female,28,1,45000,Employed,Yes,San Antonio,Texas
13863,Male,57,2,126000,Employed,Yes,Hialeah,Florida
18279,Female,76,1,65800,Retired,Yes,Savannah,Georgia
27432,Male,74,5,72600,Retired,No,Fort Lauderdale,Florida
17768,Male,54,3,71700,Employed,No,Charlotte,North Carolina
9983,Female,60,1,182500,Employed,Yes,Chicago,Illinois
23178,Male,25,4,23900,Student,Yes,Savannah,Georgia
9587,Female,62,2,75000,Retired,No,Hialeah,Florida
10112,Female,25,1,20300,Student,No,Tempe,Arizona
16872,Female,74,1,98800,Employed,Yes,Chicago,Illinois
21212,Male,50,5,93000,Employed,Yes,Macon,Georgia
18982,Female,25,4,15900,Student,Yes,Reading,Pennsylvania
12513,Male,23,2,13800,Student,No,Columbus,Ohio
4313,Female,63,3,75000,Retired,Yes,Santa Ana,California
20520,Female,32,4,80600,Employed,Yes,Hialeah,Florida
29971,Female,46,5,99700,Employed,Yes,Columbus,Ohio
25121,Female,61,5,102700,Employed,Yes,Toledo,Ohio
18929,Female,48,5,45000,Employed,No,Rockford,Illinois
15731,Male,74,4,75000,Retired,Yes,Irvine,California
22019,Female,47,4,97800,Employed,Yes,Dayton,Ohio
4112,Female,55,3,76500,Employed,No,Scottsdale,Arizona
26915,Male,60,5,18000,Unemployed,Yes,Pittsburgh,Pennsylvania
16717,Male,26,5,21000,Student,Yes,Tampa,Florida
184,Male,37,2,72200,Employed,No,Los Angeles,California
196,Female,49,4,8400,Unemployed,No,Charlotte,North Carolina
1043,Male,51,3,70000,Employed,Yes,Atlanta,Georgia
7216,Female,18,4,66000,Employed,Yes,Jacksonville,Florida
27766,Male,31,5,95200,Employed,No,Fort Lauderdale,Florida
27343,Female,71,5,75000,Retired,Yes,Philadelphia,Pennsylvania
28556,Male,31,1,101400,Employed,Yes,Raleigh,North Carolina
16893,Female,48,2,207600,Employed,No,Philadelphia,Pennsylvania
29685,Male,65,2,74400,Retired,Yes,Aurora,Illinois
18804,Male,66,1,67200,Retired,No,Los Angeles,California
294,Female,45,2,21000,Unemployed,No,Columbus,Ohio
16250,Female,31,1,88700,Employed,No,Toledo,Ohio
20518,Female,72,2,55600,Retired,No,Fort Worth,Texas
2107,Male,50,1,8200,Unemployed,Yes,Los Angeles,California
8342,Female,39,3,103200,Employed,No,Joliet,Illinois
103,Female,48,2,67500,Employed,Yes,Detroit,Michigan
24121,Male,44,1,45000,Employed,No,Rockford,Illinois
12529,Female,44,5,66000,Employed,No,Atlanta,Georgia
6593,Male,20,5,17800,Student,Yes,Savannah,Georgia
18269,Female,36,3,71300,Employed,No,Naperville,Illinois
15273,Male,54,2,78800,Employed,Yes,Naperville,Illinois
13460,Female,71,5,61400,Retired,No,Anaheim,California
28473,Female,63,3,47300,Employed,No,Fort Lauderdale,Florida
7641,Male,54,5,88400,Employed,Yes,Augusta,Georgia
11076,Male,79,5,64900,Retired,Yes,Phoenix,Arizona
18693,Male,78,3,46100,Retired,No,Riverside,California
10590,Female,58,5,51200,Employed,No,Greensboro,North Carolina
12457,Female,42,1,45000,Employed,No,Miami,Florida
21401,Male,79,4,66800,Employed,No,Charlotte,North Carolina
27899,Male,68,3,41700,Retired,Yes,Aurora,Illinois
13899,Female,51,4,79500,Employed,Yes,Chicago,Illinois
13207,Male,68,5,58100,Retired,Yes,Augusta,Georgia
12025,Male,38,5,66300,Employed,No,Greensboro,North Carolina
9651,Male,20,3,45000,Employed,Yes,Mesa,Arizona
27115,Female,56,1,86800,Employed,Yes,Cleveland,Ohio
22791,Male,56,3,151000,Employed,No,Aurora,Illinois
6408,Female,79,2,75000,Retired,No,Joliet,Illinois
21916,Female,42,1,45500,Employed,No,St. Petersburg,Florida
3060,Female,38,4,94000,Employed,Yes,Atlanta,Georgia
14572,Female,28,1,139000,Employed,Yes,Naperville,Illinois
17397,Male,32,3,45000,Employed,No,Naperville,Illinois
6691,Female,52,4,88200,Employed,No,Los Angeles,California
6262,Male,74,2,75000,Retired,Yes,Phoenix,Arizona
9693,Female,69,3,75000,Retired,No,Fort Lauderdale,Florida
12663,Female,70,3,65700,Retired,Yes,Arlington,Texas
2408,Male,79,4,70600,Retired,Yes,Los Angeles,California
5954,Male,68,5,64400,Employed,No,Naperville,Illinois
21345,Male,50,4,136500,Employed,Yes,Akron,Ohio
18610,Female,53,4,159900,Employed,Yes,Miami,Florida
22251,Female,35,3,100100,Employed,No,Scottsdale,Arizona
10818,Male,58,5,92800,Employed,No,Rockford,Illinois
23686,Male,53,3,65000,Employed,No,Rockford,Illinois
11946,Female,57,3,45000,Employed,No,Savannah,Georgia
24823,Male,18,4,98300,Employed,No,San Francisco,California
7120,Female,53,4,88400,Employed,Yes,Aurora,Illinois
26522,Female,56,2,168600,Employed,No,Dallas,Texas
26230,Female,35,4,86100,Employed,No,Riverside,California
23314,Female,34,3,113400,Employed,Yes,Los Angeles,California
21966,Female,40,3,58500,Employed,Yes,Tallahassee,Florida
7161,Male,25,4,11900,Student,No,Macon,Georgia
17638,Male,32,4,155300,Employed,Yes,Dallas,Texas
16665,Female,59,2,69900,Employed,Yes,Chicago,Illinois
4775,Male,63,1,84900,Employed,No,Macon,Georgia
10663,Female,58,4,52500,Employed,Yes,Columbus,Ohio
3552,Female,60,3,45000,Employed,No,Gilbert,Arizona
1142,Male,77,3,69300,Retired,Yes,Miami,Florida
23537,Female,65,3,75000,Retired,Yes,Pittsburgh,Pennsylvania
6908,Female,47,3,108100,Employed,No,Toledo,Ohio
9535,Male,68,1,75000,Retired,Yes,Raleigh,North Carolina
11613,Female,23,3,18400,Student,Yes,Charlotte,North Carolina
20147,Female,23,5,59100,Employed,Yes,Macon,Georgia
10809,Female,48,2,88500,Employed,Yes,Augusta,Georgia
22137,Male,40,3,58200,Employed,No,Jacksonville,Florida
16330,Female,32,5,51700,Employed,No,Rockford,Illinois
3287,Female,77,1,65000,Retired,No,Columbus,Ohio
20257,Female,72,1,65100,Retired,Yes,Naperville,Illinois
14820,Male,25,4,17500,Student,No,Aurora,Illinois
5572,Male,59,3,131700,Employed,Yes,Tallahassee,Florida
1459,Female,59,4,79400,Employed,Yes,Charlotte,North Carolina
4015,Male,18,4,12600,Student,Yes,El Paso,Texas
2544,Male,22,2,15400,Student,Yes,Erie,Pennsylvania
27993,Female,68,1,201000,Employed,Yes,Charlotte,North Carolina
1301,Male,52,2,88400,Employed,No,Dallas,Texas
16086,Female,18,1,12500,Student,No,Irvine,California
5192,Female,54,3,114700,Employed,No,Scottsdale,Arizona
7496,Female,32,3,73000,Employed,Yes,Rockford,Illinois
1367,Male,66,5,61300,Retired,No,Detroit,Michigan
14711,Female,26,3,14100,Student,Yes,Savannah,Georgia
20755,Female,73,5,43100,Retired,Yes,Tucson,Arizona
7227,Male,34,4,76100,Employed,No,Columbus,Ohio
27858,Male,33,1,212200,Employed,Yes,Allentown,Pennsylvania
7937,Female,59,1,87100,Employed,No,Raleigh,North Carolina
21352,Male,58,3,15900,Unemployed,Yes,Joliet,Illinois
7106,Female,31,4,48500,Employed,No,Chandler,Arizona
20015,Male,20,1,125600,Employed,Yes,Durham,North Carolina
27109,Male,62,1,69600,Retired,No,San Jose,California
8158,Female,42,3,130000,Employed,Yes,Phoenix,Arizona
5597,Male,38,4,115600,Employed,Yes,Greensboro,North Carolina
17956,Male,29,2,16700,Unemployed,No,Chicago,Illinois
28972,Male,54,5,133400,Employed,Yes,Atlanta,Georgia
15576,Male,76,4,65700,Employed,No,Savannah,Georgia
15204,Female,62,4,60000,Retired,Yes,Reading,Pennsylvania
8850,Female,31,2,91800,Employed,Yes,Flint,Michigan
26536,Male,32,2,57800,Employed,Yes,Naperville,Illinois
24394,Female,25,2,115400,Employed,Yes,Columbus,Ohio
23469,Male,69,1,70200,Retired,No,Warren,Michigan
5459,Female,48,2,67500,Employed,Yes,Austin,Texas
14372,Female,51,5,52900,Employed,No,Miami,Florida
7343,Male,66,5,70400,Employed,No,Pittsburgh,Pennsylvania
17974,Male,53,2,146300,Employed,No,Santa Ana,California
7871,Female,33,1,45000,Employed,Yes,St. Petersburg,Florida
25556,Male,54,4,109000,Employed,No,Arlington,Texas
2978,Male,38,5,50000,Employed,Yes,Los Angeles,California
25850,Male,20,3,13800,Student,Yes,Grand Rapids,Michigan
10595,Male,29,2,23700,Unemployed,No,San Francisco,California
23822,Male,61,2,179300,Employed,Yes,Miami,Florida
9191,Male,43,5,51300,Employed,No,Rockford,Illinois
19332,Male,67,5,53100,Retired,Yes,Cleveland,Ohio
2144,Male,44,3,73600,Employed,No,Charlotte,North Carolina
15909,Female,54,4,65800,Employed,Yes,Scottsdale,Arizona
22005,Female,19,2,22600,Student,No,Sacramento,California
6845,Female,56,3,75300,Employed,Yes,Warren,Michigan
1861,Female,36,1,48000,Employed,Yes,Atlanta,Georgia
7859,Female,22,4,22400,Student,Yes,Phoenix,Arizona
16131,Male,23,5,15300,Student,No,Joliet,Illinois
11888,Male,42,2,180800,Employed,Yes,Tallahassee,Florida
6117,Male,71,4,75000,Retired,Yes,Dallas,Texas
3630,Male,25,5,48400,Employed,Yes,Erie,Pennsylvania
12480,Female,28,1,19600,Unemployed,Yes,Cincinnati,Ohio
7600,Female,40,4,102000,Employed,No,Naperville,Illinois
28986,Female,31,5,175700,Employed,No,Sacramento,California
24264,Male,73,5,197700,Employed,Yes,Irving,Texas
11216,Male,32,2,66300,Employed,Yes,Erie,Pennsylvania
10091,Female,30,4,106500,Employed,Yes,Charlotte,North Carolina
11894,Female,30,2,70200,Employed,No,Aurora,Illinois
17294,Female,62,2,75000,Retired,No,Austin,Texas
29485,Male,39,1,101200,Employed,No,Pittsburgh,Pennsylvania
1197,Female,39,4,45000,Employed,Yes,Miami,Florida
3807,Female,38,2,129100,Employed,Yes,Savannah,Georgia
10822,Female,63,5,66200,Retired,No,Joliet,Illinois
23663,Male,20,4,20600,Student,Yes,Phoenix,Arizona
13205,Male,32,4,63000,Employed,Yes,Aurora,Illinois
27080,Female,63,3,75000,Retired,Yes,Macon,Georgia
15367,Male,38,2,86300,Employed,No,Joliet,Illinois
1252,Female,59,4,72700,Employed,No,Atlanta,Georgia
24973,Male,63,1,75000,Retired,No,Winston-Salem,North Carolina
4389,Female,23,2,13500,Student,Yes,Bakersfield,California
1746,Female,51,3,59800,Employed,Yes,Dallas,Texas
17404,Male,32,5,98600,Employed,Yes,Arlington,Texas
23175,Female,30,5,63400,Employed,No,Scottsdale,Arizona
24420,Male,71,1,60900,Retired,No,Chandler,Arizona
18436,Female,73,5,215900,Employed,No,St. Petersburg,Florida
27764,Female,57,3,79800,Employed,No,Augusta,Georgia
26290,Female,58,4,111300,Employed,No,Rockford,Illinois
11844,Male,23,3,16700,Student,Yes,Durham,North Carolina
23204,Female,19,3,58400,Employed,No,Erie,Pennsylvania
8286,Male,50,4,52900,Employed,Yes,Greensboro,North Carolina
